,Official Symbol Interactor A,Official Symbol Interactor B
0,DLG4,FZD4
1,FZD4,BAG6
2,FZD4,ZNRF3
3,LNX1,LGR6
4,MRGPRX1,GNAQ
5,MRGPRX1,GNAI2
6,MRGPRX1,GNB1
7,MRGPRX1,GNG2
8,LPAR3,APP
9,NDP,FZD4
10,FZD4,NDP
11,FZD4,NDP
12,FZD4,NDP
13,OXER1,ARRB2
14,FZD4,Dvl3
15,FZD4,PDZRN3
16,FZD4,RAB5A
17,FZD4,PDZRN3
18,FZD4,PDZRN3
19,FZD4,Dvl3
