,Official Symbol Interactor A,Official Symbol Interactor B
139,HLA-DRB1,HSPA8
140,HLA-DRB3,HSPA8
141,HLA-DRB4,HSPA8
142,HLA-DRB5,HSPA8
143,EBNA-LP,HSPA8
144,EBNA-LP,HSPA8
145,EBNA-LP,HSPA8
146,PSMA3,HSPA8
147,MAPK8,HSPA8
148,RGS2,HSPA8
149,HSPA8,TP53
150,HSPA8,BAG1
151,MAPT,HSPA8
152,VHL,HSPA8
153,Psma2,HSPA8
154,lqf,HSPA8
155,clint1-a,HSPA8
156,STUB1,HSPA8
157,SF3A2,HSPA8
158,ARRB1,HSPA8
159,ARRB2,HSPA8
160,ARRB2,HSPA8
161,ARRB1,HSPA8
162,STUB1,HSPA8
163,MKKS,HSPA8
164,ATXN1,HSPA8
165,STUB1,HSPA8
166,STUB1,HSPA8
167,BAG2,HSPA8
168,BAG2,HSPA8
169,PARD3,HSPA8
170,ERG,HSPA8
171,CFTR,HSPA8
172,CFTR,HSPA8
173,ISG15,HSPA8
174,FBXO25,HSPA8
175,HSPBP1,HSPA8
176,STUB1,HSPA8
177,DNAJB2,HSPA8
178,UCHL1,HSPA8
179,UCHL1,HSPA8
180,PPP1CC,HSPA8
181,PPP1CA,HSPA8
182,PPP1CC,HSPA8
183,PSMA2,HSPA8
184,CUL3,HSPA8
185,CUL4A,HSPA8
186,SNCA,HSPA8
187,CUL4B,HSPA8
188,CUL5,HSPA8
189,CUL2,HSPA8
190,CDK2,HSPA8
191,CUL1,HSPA8
192,COPS5,HSPA8
193,COPS6,HSPA8
194,DCUN1D1,HSPA8
195,CAND1,HSPA8
196,NEDD8,HSPA8
197,MCL1,HSPA8
198,HSPA8,CFTR
199,HSPA8,CFTR
200,STUB1,HSPA8
201,PPP2R1A,HSPA8
202,EEF1A1,HSPA8
203,ISG15,HSPA8
204,HERC5,HSPA8
205,BAG1,HSPA8
206,SGTA,HSPA8
207,FAF1,HSPA8
208,KCND3,HSPA8
209,BCAS2,HSPA8
210,CWC15,HSPA8
211,AIPL1,HSPA8
212,HSPA4,HSPA8
213,APP,HSPA8
214,LRRK2,HSPA8
215,LRRK2,HSPA8
216,BAG1,HSPA8
217,BAG1,HSPA8
218,RBSN,HSPA8
219,BAG1,HSPA8
220,BAG3,HSPA8
221,AKT1,HSPA8
222,SPRTN,HSPA8
223,HTT,HSPA8
224,HSPA8,CAPZB
225,HSPA8,CAPZA1
226,CAPZB,HSPA8
227,CAPZA1,HSPA8
228,CAPZB,HSPA8
229,DNAJB14,HSPA8
230,INPPL1,HSPA8
231,CBL,HSPA8
232,UBASH3B,HSPA8
233,GRB2,HSPA8
234,PIK3R2,HSPA8
235,SHC1,HSPA8
236,CRK,HSPA8
237,EPS15,HSPA8
238,AP2M1,HSPA8
239,SNCA,HSPA8
240,ATP13A2,HSPA8
241,ATP13A2,HSPA8
242,LMAN1,HSPA8
243,RAD23A,HSPA8
244,IRAK1,HSPA8
245,HSPA8,SNCA
246,SNCA,HSPA8
247,GCH1,HSPA8
248,SNCA,HSPA8
249,Bax,HSPA8
250,PARK2,HSPA8
251,HSPA5,HSPA8
252,HSPA8,VCP
253,HSPA4,HSPA8
254,HSPD1,HSPA8
255,HSPA8,VAMP2
256,HSPA2,HSPA8
257,HSPA8,PRKDC
258,HSPA8,RNPS1
259,HSPA8,PDIA3
260,HSPA8,HNRNPA3
261,HSPA8,RPS4X
262,HSPA8,SAMM50
263,EEF2,HSPA8
264,HSPA8,SEC24C
265,DNAJB12,HSPA8
266,HSPA8,STIP1
267,HSPA8,SSBP1
268,HSPA8,RPS15A
269,HSPA8,RPL18A
270,HSPA8,NECAP2
271,HSPA8,SON
272,HSPA8,RPL8
273,HSPA8,SEC31A
274,HSPA8,POU2F1
275,HSPA1A,HSPA8
276,KCNH2,HSPA8
277,ESR1,HSPA8
278,HSPA8,NLRP12
279,EIF4A3,HSPA8
280,MAGOH,HSPA8
281,EGFR,HSPA8
282,SMURF1,HSPA8
283,CTNNB1,HSPA8
284,VCP,HSPA8
285,TRAF3IP1,HSPA8
286,TRAF3IP1,HSPA8
287,HSPA8,TRAF3IP1
288,HSPA8,TRAF3IP1
289,HSP90AA1,HSPA8
290,KCNQ4,HSPA8
291,HSPA8,KCNQ4
292,SUGT1,HSPA8
293,SUGT1,HSPA8
294,PPP1CC,HSPA8
295,ESR2,HSPA8
296,FN1,HSPA8
297,VCAM1,HSPA8
298,SRRT,HSPA8
299,HSPA8,SRRT
300,HSPA8,CCAR2
301,HSPA8,BAG2
302,CCAR2,HSPA8
303,BAG2,HSPA8
304,CDH1,HSPA8
305,C1QBP,HSPA8
306,BRAF,HSPA8
307,MAP2K1,HSPA8
308,YWHAE,HSPA8
309,IQCB1,HSPA8
310,PPP5C,HSPA8
311,HSP90AA1,HSPA8
312,SYNPO2,HSPA8
313,CAMKMT,HSPA8
314,METTL20,HSPA8
315,METTL21A,HSPA8
316,METTL21B,HSPA8
317,METTL21C,HSPA8
318,METTL22,HSPA8
319,METTL21A,HSPA8
320,UBL4A,HSPA8
321,SGTA,HSPA8
322,ITGA4,HSPA8
323,CFTR,HSPA8
324,HSPA8,CCND1
325,BAG1,HSPA8
326,HSPA8,BAG1
327,SLC12A3,HSPA8
328,PAN2,HSPA8
329,BAG1,HSPA8
330,ST13,HSPA8
331,RAF1,HSPA8
332,RAF1,HSPA8
333,HSPA8,RAF1
334,BAG1,HSPA8
335,RAD52,HSPA8
336,HDAC6,HSPA8
337,HSPA8,ESR1
338,HSPA8,STIP1
339,STIP1,HSPA8
340,BAG1,HSPA8
341,BAG3,HSPA8
342,BAG3,HSPA8
343,HSPA8,DNAJC7
344,HSPA8,TTC1
345,HSPA8,SGTA
346,HSPA8,STIP1
347,HSPA8,STUB1
348,STUB1,HSPA8
349,LAMP2,HSPA8
350,HIF1A,HSPA8
351,EGFR,HSPA8
352,HSPA8,STIP1
353,HSPA8,DNAJB1
354,HSPA8,ST13
355,HSPA8,TGM2
356,HSPA8,SGTA
357,HLTF,HSPA8
358,HSPA8,CFTR
359,STUB1,HSPA8
360,JUN,HSPA8
361,VHL,HSPA8
362,FBXO6,HSPA8
363,TARDBP,HSPA8
364,TOPBP1,HSPA8
365,PARK2,HSPA8
366,HSPA8,RELA
367,RELA,HSPA8
368,CDKN2A,HSPA8
369,AIPL1,HSPA8
370,HSF1,HSPA8
371,HSPA8,ASNA1
372,ATXN10,HSPA8
373,HSPA1A,HSPA8
374,HSPA6,HSPA8
375,NAPRT,HSPA8
376,RPS6KA3,HSPA8
377,HSPA8,TUBA4B
378,HSPA8,YARS
379,SHFM1,HSPA8
380,RPA3,HSPA8
381,RPA2,HSPA8
382,RPA1,HSPA8
383,WWOX,HSPA8
384,STUB1,HSPA8
385,ZBTB1,HSPA8
386,AP2M1,HSPA8
387,ERRFI1,HSPA8
388,TRIM5,HSPA8
389,HSPA8,BAG2
390,HSPA8,HSPH1
391,HSPA8,BAG3
392,HSPA8,HSPA2
393,HSPA8,BAG4
394,HSPA8,DNAJB6
395,HSPA8,EDRF1
396,HSPA8,DNAJC9
397,HSPA8,GABRB1
398,HSPA8,HSPA4
399,HSPA8,HSPA4L
400,HSPA8,HSPBP1
401,HSPA8,HYOU1
402,HSPA8,TUBA1A
403,HSPA8,ST13
404,HSPA8,DNAJA1
405,HSPA8,STUB1
406,HSPA8,DNAJB12
407,HSPA8,AMT
408,HSPA8,DNAJA2
409,HSPA8,SEC24C
410,HSPA8,FLYWCH2
411,IVNS1ABP,HSPA8
412,HSPA8,BAG2
413,HSPA8,HSPH1
414,HSPA8,BAG3
415,HSPA8,HSPA2
416,HSPA8,BAG4
417,HSPA8,DNAJB6
418,HSPA8,EDRF1
419,HSPA8,DNAJC9
420,HSPA8,GABRB1
421,HSPA8,HSPA4
422,HSPA8,HSPA4L
423,HSPA8,HSPBP1
424,HSPA8,HYOU1
425,HSPA8,TUBA1A
426,HSPA8,ST13
427,HSPA8,DNAJA1
428,HSPA8,STUB1
429,HSPA8,DNAJB12
430,HSPA8,AMT
431,HSPA8,DNAJA2
432,HSPA8,SEC24C
433,HSPA8,FLYWCH2
434,STAU1,HSPA8
435,MDM2,HSPA8
436,AIRE,HSPA8
437,AURKA,HSPA8
438,HAUS1,HSPA8
439,CDC20,HSPA8
440,CDKN1A,HSPA8
441,CEP250,HSPA8
442,HAUS2,HSPA8
443,LGALS3BP,HSPA8
444,TP53,HSPA8
445,TUBG1,HSPA8
446,TUBGCP2,HSPA8
447,TUBGCP3,HSPA8
448,TUBGCP4,HSPA8
449,STUB1,HSPA8
450,TP53,HSPA8
451,IL32,HSPA8
452,FUS,HSPA8
453,STUB1,HSPA8
454,HSPA8,STUB1
455,ISG15,HSPA8
456,BAG1,HSPA8
457,HSPA8,NMI
458,HSPA8,BAG3
459,HSPA8,TRIM38
460,HSPA8,HSPBP1
461,C17orf49,HSPA8
462,EED,HSPA8
463,SNCA,HSPA8
464,EGFR,HSPA8
465,MCF2,HSPA8
466,STUB1,HSPA8
467,SUMO2,HSPA8
468,SIRT6,HSPA8
469,HSPA8,BAG1
470,CCNI2,HSPA8
471,DRG2,HSPA8
472,HSPBP1,HSPA8
473,CCAR2,HSPA8
474,LPGAT1,HSPA8
475,LRRC28,HSPA8
476,POC1A,HSPA8
477,VASH1,HSPA8
478,EBNA1BP2,HSPA8
479,FAM189B,HSPA8
480,KIAA1191,HSPA8
481,NXF5,HSPA8
482,RIC3,HSPA8
483,TSSK1B,HSPA8
484,USP46,HSPA8
485,VSX1,HSPA8
486,METTL21A,HSPA8
487,ZSCAN32,HSPA8
488,WDR37,HSPA8
489,APBB2,HSPA8
490,NDRG2,HSPA8
491,KCNJ10,HSPA8
492,CCDC117,HSPA8
493,DENND2D,HSPA8
494,CYP3A4,HSPA8
495,KNSTRN,HSPA8
496,RPS6KB2,HSPA8
497,HNRNPA1,HSPA8
498,AMBRA1,HSPA8
499,HSPA8,APOA1BP
500,HSPA8,BAG2
501,HSPA8,DNAJA4
502,HSPA8,DNAJB4
503,HSPA8,DNAJC1
504,HSPA8,DNAJC13
505,HSPA8,DNAJC2
506,HSPA8,DUT
507,HSPA8,FDPS
508,HSPA8,GAPDH
509,HSPA8,HNRNPD
510,HSPA8,HSPA4
511,HSPA8,HSPA4L
512,C12orf10,HSPA8
513,CAD,HSPA8
514,CPS1,HSPA8
515,DNAJA1,HSPA8
516,DNAJA2,HSPA8
517,DNAJB11,HSPA8
518,DNAJB12,HSPA8
519,DNAJB14,HSPA8
520,DNAJC3,HSPA8
521,GRPEL1,HSPA8
522,HSP90AA1,HSPA8
523,HSP90AB1,HSPA8
524,HSPA5,HSPA8
525,HSPA9,HSPA8
526,HSPB1,HSPA8
527,PABPC1,HSPA8
528,RPLP0,HSPA8
529,TECR,HSPA8
530,HSPA8,HSPH1
531,HSPA8,IPO7
532,HSPA8,LMNB1
533,HSPA8,NACA
534,HSPA8,RPL13A
535,HSPA8,RPL7
536,HSPA8,RPS4X
537,HSPA8,STIP1
538,HSPA8,TUBB
539,LRRK2,HSPA8
540,NTRK1,HSPA8
541,DNAJB11,HSPA8
542,PTEN,HSPA8
543,ATM,HSPA8
544,PTEN,HSPA8
545,NPHP4,HSPA8
546,AHSA1,HSPA8
547,PPME1,HSPA8
548,HSPA5,HSPA8
549,DNAJC7,HSPA8
550,AKAP5,HSPA8
551,BAG3,HSPA8
552,LRPPRC,HSPA8
553,KIF1C,HSPA8
554,KIAA1107,HSPA8
555,SDHAF2,HSPA8
556,CDCA5,HSPA8
557,Ranbp2,HSPA8
558,Tgfbr1,HSPA8
559,Bag2,HSPA8
560,EGFR,HSPA8
561,EGFR,HSPA8
562,ID2,HSPA8
563,HSPA8,RNF207
564,GAN,HSPA8
565,HEMGN,HSPA8
566,HEMGN,HSPA8
567,SKI,HSPA8
568,CRY2,HSPA8
569,ALKBH3,HSPA8
570,STUB1,HSPA8
571,STUB1,HSPA8
572,STUB1,HSPA8
573,MCM2,HSPA8
574,MCM5,HSPA8
575,HTN3,HSPA8
576,HSPA8,HTN3
577,HTN3,HSPA8
578,CDKN1B,HSPA8
579,Ksr1,HSPA8
580,SNW1,HSPA8
581,CDC5L,HSPA8
582,STUB1,HSPA8
583,KCNA5,HSPA8
584,OTUB1,HSPA8
585,EGFR,HSPA8
586,ERBB3,HSPA8
587,SHC1,HSPA8
588,UBASH3B,HSPA8
589,ESRRB,HSPA8
590,CDC37,HSPA8
591,NANOG,HSPA8
592,POU5F1,HSPA8
593,ZNF618,HSPA8
594,U2AF2,HSPA8
595,NFATC2,HSPA8
596,CFTR,HSPA8
597,HSPA8,TP53
598,TP53,HSPA8
599,HSPA8,HSP90AA1
600,AHSA1,HSPA8
601,CDC73,HSPA8
602,PHF8,HSPA8
603,HYPK,HSPA8
604,HYPK,HSPA8
605,STUB1,HSPA8
606,RFX1,HSPA8
607,DERL1,HSPA8
608,CDH1,HSPA8
609,KCNH2,HSPA8
610,EGFR,HSPA8
611,HSF2,HSPA8
612,HSPA8,CD207
613,ARMC1,HSPA8
614,HSPA8,HSF1
615,METTL21A,HSPA8
616,HSPA8,ABL2
617,HSPA8,EDRF1
618,CCDC117,HSPA8
619,PDPK1,HSPA8
620,HSPA8,DNAJC13
621,HSPA8,GAK
622,TBC1D23,HSPA8
623,HSPA8,ARFIP1
624,HSPA8,SF3A2
625,GMNN,HSPA8
626,HMCES,HSPA8
627,HSPA8,HIST2H3PS2
628,HSPA8,RPRD2
629,HSPA8,TBCE
630,HSPA8,HSPBP1
631,HSPA8,C6orf106
632,FLYWCH2,HSPA8
633,HSPA8,EP300
634,HSPA8,SRP54
635,CYP8B1,HSPA8
636,HSPA8,TACC3
637,HSPA8,MAPRE2
638,SNX20,HSPA8
639,HSPA8,SERPINA1
640,ABHD15,HSPA8
641,HSPA8,HSPA2
642,KLHL34,HSPA8
643,HSPA8,ZNF703
644,HSPA8,KCTD15
645,SF3A1,HSPA8
646,HSPA8,HBB
647,KCND2,HSPA8
648,VILL,HSPA8
649,HSPA8,HBA2
650,HSPA8,SF3A3
651,HSPA8,MAPT
652,SLC27A3,HSPA8
653,TCAP,HSPA8
654,ALOXE3,HSPA8
655,DGCR14,HSPA8
656,HSPA8,HDLBP
657,GNA15,HSPA8
658,ILK,HSPA8
659,C21orf59,HSPA8
660,NUS1,HSPA8
661,CSNK1E,HSPA8
662,KCNJ10,HSPA8
663,NOX5,HSPA8
664,FAM73B,HSPA8
665,FUZ,HSPA8
666,HSPA8,HIST1H1B
667,CCNI2,HSPA8
668,DCDC2B,HSPA8
669,VWA2,HSPA8
670,PRODH,HSPA8
671,HSPA8,NFS1
672,CDK10,HSPA8
673,TRIM16L,HSPA8
674,ARNT,HSPA8
675,HSPA8,MAP2K2
676,HSPA8,QRICH1
677,HSPA8,TAB1
678,CNN2,HSPA8
679,HSPA8,WNK1
680,HSPA8,ENDOG
681,HSPA8,CKAP5
682,HSPA8,GANAB
683,CCAR2,HSPA8
684,RNF34,HSPA8
685,GFAP,HSPA8
686,HSPA8,PPP1R8
687,C19orf45,HSPA8
688,HCFC2,HSPA8
689,TSSK1B,HSPA8
690,SPATA5L1,HSPA8
691,POC1A,HSPA8
692,HSPA8,MAVS
693,DRG2,HSPA8
694,LRRC28,HSPA8
695,TRMT12,HSPA8
696,CAPG,HSPA8
697,LRRC56,HSPA8
698,NMNAT3,HSPA8
699,DENND2D,HSPA8
700,VSIG8,HSPA8
701,TYSND1,HSPA8
702,SSMEM1,HSPA8
703,THSD4,HSPA8
704,TTC30B,HSPA8
705,KCNV2,HSPA8
706,DSCR4,HSPA8
707,FOXRED1,HSPA8
708,KLHL10,HSPA8
709,SETMAR,HSPA8
710,ZNF488,HSPA8
711,APBB2,HSPA8
712,VANGL2,HSPA8
713,EPB42,HSPA8
714,LEPREL2,HSPA8
715,HAO2,HSPA8
716,BPNT1,HSPA8
717,FRMD8P1,HSPA8
718,HSPA8,RNF25
719,DET1,HSPA8
720,KLHL36,HSPA8
721,PRKACG,HSPA8
722,HSPA8,MAD1L1
723,CHD1L,HSPA8
724,AGPAT3,HSPA8
725,NPAS1,HSPA8
726,LPGAT1,HSPA8
727,DHX57,HSPA8
728,CPLX4,HSPA8
729,GPR6,HSPA8
730,VSX1,HSPA8
731,PNPLA5,HSPA8
732,KCNC4,HSPA8
733,PANK2,HSPA8
734,NLRX1,HSPA8
735,HSPA8,FOXC1
736,HSPA8,ATF1
737,HSPA8,CSTF3
738,ZSCAN32,HSPA8
739,IER2,HSPA8
740,NDRG2,HSPA8
741,CFAP52,HSPA8
742,HTR1E,HSPA8
743,THAP4,HSPA8
744,BBS1,HSPA8
745,CSNK1D,HSPA8
746,HSPA8,ALB
747,POLE,HSPA8
748,PPEF1,HSPA8
749,C9orf116,HSPA8
750,PTGIR,HSPA8
751,EXOC3L2,HSPA8
752,C1orf94,HSPA8
753,SSH3,HSPA8
754,HSPA8,CYB5R3
755,KBTBD4,HSPA8
756,F12,HSPA8
757,GK2,HSPA8
758,TAF6L,HSPA8
759,PTRF,HSPA8
760,DOCK5,HSPA8
761,WDR37,HSPA8
762,FCRL3,HSPA8
763,C20orf96,HSPA8
764,FAM187B,HSPA8
765,CDK3,HSPA8
766,TSPYL6,HSPA8
767,MVP,HSPA8
768,IL17RC,HSPA8
769,USP46,HSPA8
770,ARHGEF16,HSPA8
771,CHI3L1,HSPA8
772,HSPA8,CSDE1
773,CDKL3,HSPA8
774,MPZL1,HSPA8
775,RCCD1,HSPA8
776,HSPA8,GLIPR1
777,GLIPR1,HSPA8
778,GLIPR1,HSPA8
779,HSPA8,SP1
780,HSPA8,MYB
781,HSPA8,FANCA
782,HSPA8,TP53
783,HSPA8,BAG1
784,HSPA8,SOD1
785,METTL21A,HSPA8
786,CYLD,HSPA8
787,DDX59,HSPA8
788,EP300,HSPA8
789,HSPA8,LAMP2
790,HSPA8,EP300
791,HSPA8,CREBBP
792,LAMP2,HSPA8
