,Official Symbol Interactor A,Official Symbol Interactor B
184,DCAF5,HSPD1
185,MRPL4,HSPD1
186,OXNAD1,HSPD1
187,SIRT4,HSPD1
188,QTRT1,HSPD1
189,MRPL37,HSPD1
190,TTC39B,HSPD1
191,THBS3,HSPD1
192,RPS6KB2,HSPA14
193,RPS6KB2,HSPD1
194,HNRNPA1,HSPD1
195,AMBRA1,HSPD1
196,UNK,HSPD1
197,HSPD1,CCAR2
198,HSPD1,GLOD4
199,HSPD1,GMPPB
200,DNAJC17,HSPA14
201,DNAJC2,HSPA14
202,DNAJC3,HSPA14
203,KIAA0101,HSPA14
204,KIF2C,HSPA14
205,HSPD1,HSPA4
206,HSP90AB1,HSPD1
207,P4HB,HSPD1
208,PACSIN2,HSPD1
209,PREP,HSPD1
210,REXO2,HSPD1
211,HSPD1,HSPE1
212,HSPD1,PACSIN3
213,HSPD1,SLC25A33
214,HSPD1,TANGO2
215,HSPD1,TUBB4B
216,NTRK1,HSPD1
217,SCARNA22,HSPD1
218,KRAS,HSPA14
219,KRAS,HSPD1
220,PLCG2,HSPD1
221,NOS1AP,HSPD1
222,PTEN,HSPD1
223,HSPD1,LZTS2
224,HIST1H3E,HSPD1
225,AHSA1,HSPD1
226,CDK2,HSPD1
227,DDB2,HSPD1
228,GBA,HSPD1
229,GBAS,HSPD1
230,HDAC1,HSPD1
231,LAMB3,HSPD1
232,PCK2,HSPD1
233,TUBG1,HSPD1
234,XRCC3,HSPD1
235,NIPSNAP1,HSPD1
236,HMG20A,HSPD1
237,FBXO7,HSPD1
238,BCOR,HSPD1
239,RFWD3,HSPD1
240,CDKN2AIP,HSPD1
241,DCLRE1B,HSPD1
242,TUBA1C,HSPD1
243,CEP170P1,HSPD1
244,Gnb1,HSPD1
245,Hax1,HSPD1
246,Ska1,HSPD1
247,Cdkn2aip,HSPD1
248,Ckap5,HSPD1
249,Wdr5,HSPD1
250,Sept9,HSPA14
251,GAN,HSPD1
252,SKI,HSPD1
253,CRY2,HSPD1
254,FOXL1,HSPA14
255,ESR1,HSPD1
256,MCM2,HSPD1
257,PRDM1,HSPD1
258,SNW1,HSPD1
259,CDC5L,HSPD1
260,ESRRB,HSPD1
261,U2AF2,HSPD1
262,RC3H1,HSPD1
263,CDC73,HSPD1
264,HYPK,HSPA14
265,DNAJC2,HSPA14
266,HSPD1,ACSF3
267,DEFA5,HSPA14
268,HSPD1,TRMU
269,HSPD1,ACSS1
270,TAZ,HSPD1
271,LRRC28,HSPD1
272,HSPD1,FECH
273,HSPD1,FTSJ2
274,HSPD1,SDR39U1
275,ASIC4,HSPA14
276,HSPD1,SLC25A39
277,GTPBP8,HSPD1
278,HSPD1,NUDT19
279,HSPD1,MTG1
280,HSPD1,TRMT2B
281,DCAF4,HSPD1
282,RELL2,HSPA14
283,GORASP1,HSPD1
284,C4orf29,HSPD1
285,NFAM1,HSPA14
286,TFB1M,HSPD1
287,NDUFS7,HSPD1
288,HSPD1,PUSL1
289,HSPD1,MARS2
290,RPUSD3,HSPD1
291,HSPD1,NSUN4
292,SLC25A41,HSPD1
293,HSPD1,ACSF2
294,TRIM43,HSPD1
295,HSPD1,NARS2
296,RASL10B,HSPD1
297,BCAT2,HSPD1
298,CYB5A,HSPA14
299,FBXO17,HSPD1
300,HSPD1,NIPSNAP3A
301,TRIB2,HSPD1
302,HARS2,HSPD1
303,FOXRED1,HSPD1
304,SIRT3,HSPD1
305,MTG2,HSPD1
306,METTL17,HSPD1
307,SET,HSPA14
308,MRPS30,HSPD1
309,TRUB2,HSPD1
310,MRPL37,HSPD1
311,GPX7,HSPA14
312,HSPD1,FAHD2B
313,HSPD1,TMEM70
314,XAGE1B,HSPA14
315,TTC39B,HSPD1
316,NEU4,HSPD1
317,DCAF5,HSPD1
318,QTRT1,HSPD1
319,METTL20,HSPD1
320,OXNAD1,HSPD1
321,HSPD1,TRMT1L
322,MRPL4,HSPD1
323,KLHL33,HSPD1
324,YBEY,HSPD1
325,SIRT4,HSPD1
326,HSPD1,GFM1
327,SLC25A43,HSPD1
328,PRAMEF17,HSPD1
329,TRIM35,HSPA14
330,FBXO15,HSPD1
331,HSPD1,PUS1
332,HSPD1,IBA57
333,BPHL,HSPD1
334,SNRNP27,HSPA14
335,GMFG,HSPA14
336,THBS3,HSPD1
337,GSTK1,HSPD1
338,ATP5F1,HSPD1
339,YARS2,HSPD1
340,MRPL16,HSPD1
341,HSPD1,DARS2
342,OXCT2,HSPD1
343,GLB1L3,HSPD1
344,METTL8,HSPD1
345,IDH3G,HSPD1
346,PDK3,HSPD1
347,ALOXE3,HSPD1
348,HSPD1,CTSH
349,HSPD1,CECR5
350,DKK3,HSPD1
351,SLC9A1,HSPD1
352,CYLD,HSPD1
